SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1363.00,1368.00,1350.00,1356.90,1359.90,1354.60,229,2193,2981288.00,,INE117A01022,13-Nov-17,,
500003,AEGIS LOGIS ,A ,Q,231.60,234.00,226.00,230.85,230.85,227.50,434,22500,5162453.00,,INE208C01025,13-Nov-17,,
500008,AMAR RAJA BA,A ,Q,763.95,799.00,754.00,787.05,789.00,751.20,5541,176022,138106353.00,,INE885A01032,13-Nov-17,,
500009,A.SARABHAI  ,ST,Q,10.02,10.50,10.01,10.01,10.01,10.53,74,31890,320025.00,,INE432A01017,13-Nov-17,,
500010,HDFC        ,A ,Q,1709.00,1725.00,1667.55,1671.10,1671.10,1707.75,3268,151721,254727722.00,,INE001A01036,13-Nov-17,,
500012,ANDHRA PETRO,ST,Q,56.90,57.10,54.00,56.15,56.15,54.40,539,189036,10620183.00,,INE714B01016,13-Nov-17,,
500013,ANSAL INFRAS,B ,Q,23.15,23.25,22.10,22.25,22.40,23.25,126,23476,535981.00,,INE436A01026,13-Nov-17,,
500014,APPLE FINANC,XT,Q,3.36,3.36,3.36,3.36,3.36,3.40,15,7750,26040.00,,INE096A01010,13-Nov-17,,
500020,BOM DYEING  ,A ,Q,205.90,207.00,197.00,198.50,198.50,205.60,2155,308943,62524613.00,,INE032A01023,13-Nov-17,,
500023,ASIANHOTNR  ,B ,Q,137.45,137.45,130.85,131.80,133.45,135.85,102,2538,337684.00,,INE363A01022,13-Nov-17,,
500024,ASSAMCO     ,B ,Q,4.85,4.93,4.73,4.84,4.84,4.82,120,70581,341258.00,,INE442A01024,13-Nov-17,,
500027,ATUL LTD.   ,A ,Q,2485.00,2497.00,2380.00,2429.60,2429.60,2476.20,149,1105,2718653.00,,INE100A01010,13-Nov-17,,
500028,ATV PROJECTS,XT,Q,9.80,10.00,9.55,9.60,9.60,9.90,35,6918,67309.00,,INE447A01015,13-Nov-17,,
500029,AUTOLITE(I) ,T ,Q,67.00,67.50,65.15,65.95,65.90,65.60,34,2994,198709.00,,INE448A01013,13-Nov-17,,
500031,BAJAJ ELECT.,A ,Q,406.00,423.95,401.15,404.25,404.25,407.25,1617,58866,24183400.00,,INE193E01025,13-Nov-17,,
500032,BAJAJHIND   ,B ,Q,15.00,15.23,14.73,14.89,14.89,14.89,1042,795509,11886956.00,,INE306A01021,13-Nov-17,,
500033,FORCE MOTR  ,B ,Q,3400.00,3414.00,3295.00,3318.20,3318.20,3403.60,5321,45205,150671010.00,,INE451A01017,13-Nov-17,,
500034,BAJFINANCE  ,A ,Q,1748.20,1758.90,1723.15,1730.40,1730.40,1747.50,1285,32241,55988202.00,,INE296A01024,13-Nov-17,,
500038,BALRAM.CHINI,A ,Q,161.10,163.70,158.25,159.15,159.15,163.05,820,141237,22573259.00,,INE119A01028,13-Nov-17,,
500039,BANCO PROD. ,B ,Q,219.30,219.90,215.00,217.35,217.35,218.70,484,37972,8288808.00,,INE213C01025,13-Nov-17,,
500040,CENTURY TEXT,A ,Q,1345.50,1350.45,1310.05,1316.90,1315.00,1346.10,795,31927,42534648.00,,INE055A01016,13-Nov-17,,
500041,BANNARI AMAN,B ,Q,2460.30,2518.95,2460.30,2518.95,2518.95,2462.95,11,50,124854.00,,INE459A01010,13-Nov-17,,
500042,BASF INDIA  ,B ,Q,1730.00,1765.00,1717.75,1731.75,1731.75,1725.60,287,944,1642490.00,,INE373A01013,13-Nov-17,,
500043,BATA INDIA  ,A ,Q,800.00,804.35,787.00,788.65,788.65,799.20,715,26704,21165390.00,,INE176A01028,13-Nov-17,,
500048,BEML LTD    ,A ,Q,1779.00,1779.00,1680.00,1685.45,1685.45,1755.10,4961,69717,118980637.00,,INE258A01016,13-Nov-17,,
500049,BHARAT ELECT,A ,Q,182.05,183.75,178.50,178.90,178.90,181.95,1257,135417,24449617.00,,INE263A01024,13-Nov-17,,
500052,BHANSALI ENG,B ,Q,134.30,137.00,134.05,137.00,137.00,130.50,316,99314,13575760.00,,INE922A01025,13-Nov-17,,
500055,BHUSH STEEL ,B ,Q,71.30,72.55,70.70,71.15,71.15,71.60,1158,253538,18094261.00,,INE824B01021,13-Nov-17,,
500058,BIHAR SPONGE,XT,Q,2.13,2.13,2.13,2.13,2.13,2.24,17,6400,13632.00,,INE819C01011,13-Nov-17,,
500059,BINANI IND. ,B ,Q,85.60,93.90,85.15,90.25,90.25,84.10,1939,164038,14958974.00,,INE071A01013,13-Nov-17,,
500060,BIRLACABLE  ,T ,Q,55.50,60.00,55.50,59.30,60.00,57.75,142,19628,1158212.00,,INE800A01015,13-Nov-17,,
500067,BLUE STAR   ,B ,Q,702.75,716.75,699.00,706.90,706.90,695.75,552,8231,5819923.00,,INE472A01039,13-Nov-17,,
500068,DISA INDIA  ,XC,Q,6197.00,6197.00,6197.00,6197.00,6197.00,6100.00,1,1,6197.00,,INE131C01011,13-Nov-17,,
500069,BNK CAPITAL ,XD,Q,117.05,120.00,117.05,120.00,120.00,117.15,10,705,84376.00,,INE418C01012,13-Nov-17,,
500074,BPL LTD.    ,B ,Q,64.95,65.05,64.00,64.15,64.15,64.75,330,41770,2691093.00,,INE110A01019,13-Nov-17,,
500078,CAMPH.& ALL ,XC,Q,960.00,960.00,930.00,938.90,938.90,960.90,59,639,602970.00,,INE959C01015,13-Nov-17,,
500083,CENTURY EXT ,T ,Q,4.86,4.99,4.72,4.86,4.90,4.90,31,22011,106548.00,,INE281A01026,13-Nov-17,,
500084,CESC LTD.   ,A ,Q,1012.00,1042.95,1010.45,1020.00,1020.00,1011.95,1783,46755,48190728.00,,INE486A01013,13-Nov-17,,
500085,CHAMBAL FERT,B ,Q,138.30,141.00,136.05,137.45,139.80,137.45,315,31469,4314688.00,,INE085A01013,13-Nov-17,,
500086,EXIDE IND.  ,A ,Q,202.00,202.80,199.35,201.35,201.35,200.95,886,121203,24413404.00,,INE302A01020,13-Nov-17,,
500087,CIPLA LTD.  ,A ,Q,609.50,610.25,595.45,602.15,602.15,609.05,2349,352617,213130723.00,,INE059A01026,13-Nov-17,,
500089,DIC INDIA   ,B ,Q,505.00,505.00,497.05,497.05,497.05,510.00,22,632,318764.00,,INE303A01010,13-Nov-17,,
500092,CRISIL LTD  ,A ,Q,1789.00,1799.85,1779.55,1795.55,1797.95,1789.15,100,381,682427.00,,INE007A01025,13-Nov-17,,
500093,CGPOWER     ,A ,Q,85.00,85.00,81.10,82.85,82.85,83.30,1198,395328,32594784.00,,INE067A01029,13-Nov-17,,
500096,DABUR (I)   ,A ,Q,342.50,342.95,336.25,337.05,337.50,341.85,526,27797,9406592.00,,INE016A01026,13-Nov-17,,
500097,DALMIASUG   ,B ,Q,159.00,160.20,152.50,154.30,154.00,159.60,815,41410,6427050.00,,INE495A01022,13-Nov-17,,
500101,ARVIND Ltd  ,A ,Q,428.50,428.50,413.00,414.95,414.95,424.35,2521,90133,37717628.00,,INE034A01011,13-Nov-17,,
500102,BALARPUR IND,B ,Q,12.93,13.15,12.76,12.79,12.79,12.97,534,361355,4665750.00,,INE294A01037,13-Nov-17,,
500103,BHEL        ,A ,Q,92.30,93.00,89.00,89.55,89.55,92.30,3098,639566,57832885.00,,INE257A01026,13-Nov-17,,
500104,HIND.PETRO  ,A ,Q,417.35,424.00,406.50,420.00,420.00,417.30,8327,454447,188090794.00,,INE094A01015,13-Nov-17,,
500106,IFCI LTD    ,A ,Q,24.25,24.40,23.70,23.85,23.70,24.25,802,568565,13656821.00,,INE039A01010,13-Nov-17,,
500108,MAHA.TELE   ,B ,Q,22.90,23.50,22.80,22.90,22.90,22.90,700,426041,9841035.00,,INE153A01019,13-Nov-17,,
500109,MRPL        ,A ,Q,126.35,126.80,122.20,122.60,122.60,126.10,1151,209428,25899650.00,,INE103A01014,13-Nov-17,,
500110,CHENNAI PET.,A ,Q,426.80,432.30,408.60,424.10,426.40,428.85,1945,118222,49932120.00,,INE178A01016,13-Nov-17,,
500111,REL.CAP.    ,A ,Q,491.00,492.00,466.00,468.25,468.25,490.15,8098,590734,279384166.00,,INE013A01015,13-Nov-17,,
500112,STATE BANK  ,A ,Q,335.10,344.60,329.90,331.20,331.20,333.20,24009,7954401,2687258371.00,,INE062A01020,13-Nov-17,,
500113,STEEL AUTH. ,A ,Q,82.00,82.50,78.40,78.90,78.90,81.10,4174,1743065,138945912.00,,INE114A01011,13-Nov-17,,
500114,TITAN       ,A ,Q,778.00,789.10,762.00,764.75,764.75,782.20,1952,66649,51503917.00,,INE280A01028,13-Nov-17,,
500116,IDBI BANK L ,A ,Q,63.05,64.05,60.30,60.75,60.75,63.55,1293,439226,27212807.00,,INE008A01015,13-Nov-17,,
500117,DCW LTD.    ,B ,Q,46.30,46.30,39.30,40.30,40.30,46.05,4534,1638543,69511518.00,,INE500A01029,13-Nov-17,,
500119,DHAMPUR SUGA,B ,Q,288.60,290.50,276.25,277.45,277.45,287.60,1145,81078,22661232.00,,INE041A01016,13-Nov-17,,
500120,DIAMINES&CHM,XD,Q,100.60,102.60,98.10,98.10,98.10,101.60,49,5815,586618.00,,INE591D01014,13-Nov-17,,
500123,ELANTAS     ,B ,Q,1945.10,1969.90,1925.00,1939.80,1937.00,1943.65,50,341,660408.00,,INE280B01018,13-Nov-17,,
500124,DR.REDDY'S  ,A ,Q,2346.45,2374.50,2331.65,2344.15,2344.15,2346.40,1081,23230,54618633.00,,INE089A01023,13-Nov-17,,
500125,E.I.D.PAR   ,A ,Q,370.45,386.40,369.00,371.45,371.00,370.30,1445,58052,21946863.00,,INE126A01031,13-Nov-17,,
500126,MERCK LTD   ,B ,Q,1125.00,1171.50,1114.25,1136.90,1143.00,1113.90,294,2186,2495408.00,,INE199A01012,13-Nov-17,,
500128,ELEC.CASTING,B ,Q,32.00,32.00,29.50,29.90,29.90,31.35,1144,509314,15345923.00,,INE086A01029,13-Nov-17,,
500132,EMPEE SUGARS,XT,Q,4.00,4.33,4.00,4.29,4.29,4.15,7,737,3098.00,,INE928B01012,13-Nov-17,,
500133,ESAB INDIA  ,B ,Q,879.45,885.00,840.55,847.80,847.80,872.20,174,2487,2156409.00,,INE284A01012,13-Nov-17,,
500135,ESSEL PROP  ,B ,Q,287.00,288.00,280.00,284.65,286.55,285.55,54,1035,295231.00,,INE255A01020,13-Nov-17,,
500136,ESTER INDUS.,B ,Q,40.00,40.40,38.10,38.90,38.75,39.00,121,9413,367370.00,,INE778B01029,13-Nov-17,,
500139,FEDDERELEC  ,B ,Q,88.85,91.00,88.00,88.75,88.75,88.55,611,85582,7655919.00,,INE249C01011,13-Nov-17,,
500141,FERRO ALLOYS,SS,Q,17.20,17.20,16.35,16.35,16.35,18.15,376,248015,4083660.00,,INE912A01026,13-Nov-17,,
500142,FGP LTD.    ,XT,Q,1.57,1.57,1.57,1.57,1.57,1.57,5,2121,3329.00,,INE512A01016,13-Nov-17,,
500144,FINOL. CABLE,A ,Q,640.00,644.00,627.50,631.35,632.80,636.20,272,3230,2045305.00,,INE235A01022,13-Nov-17,,
500147,CMI FPE     ,XT,Q,892.65,892.65,892.65,892.65,892.65,850.15,30,32647,29142344.00,,INE515A01019,13-Nov-17,,
500148,UFLEX LTD   ,B ,Q,457.00,457.00,441.60,446.00,446.00,449.25,636,19019,8532220.00,,INE516A01017,13-Nov-17,,
500150,FOSECO INDIA,B ,Q,1419.00,1425.00,1403.05,1411.30,1408.00,1390.00,46,249,352388.00,,INE519A01011,13-Nov-17,,
500151,GOLDEN TOB  ,T ,Q,52.10,52.15,52.10,52.15,52.15,53.50,7,438,22839.00,,INE973A01010,13-Nov-17,,
500153,GANESH BENZO,XC,Q,86.00,87.30,84.05,84.65,84.65,86.45,565,82680,7055823.00,,INE388A01029,13-Nov-17,,
500155,GARDEN SILK ,B ,Q,34.55,34.85,33.65,33.90,33.90,34.35,107,16331,557851.00,,INE526A01016,13-Nov-17,,
500159,METROGLOBL  ,XC,Q,81.00,84.00,80.00,80.45,81.55,84.50,61,4143,336858.00,,INE085D01033,13-Nov-17,,
500160,GTL LTD.    ,B ,Q,14.35,14.80,14.15,14.20,14.20,14.45,161,32957,473666.00,,INE043A01012,13-Nov-17,,
500163,GODFREY PH  ,A ,Q,1074.95,1076.80,1040.25,1047.30,1047.30,1044.80,1824,34188,36144855.00,,INE260B01028,13-Nov-17,,
500164,GODREJ IND  ,A ,Q,566.70,566.70,555.20,557.70,560.00,567.00,492,17682,9875523.00,,INE233A01035,13-Nov-17,,
500165,KANSAI NERO ,A ,Q,500.35,506.80,493.05,499.90,496.35,500.95,502,13131,6529039.00,,INE531A01024,13-Nov-17,,
500166,GOODRICKE   ,XC,Q,290.15,318.65,290.15,306.00,306.00,283.10,1680,161505,49906114.00,,INE300A01016,13-Nov-17,,
500168,GOODYEAR (I),B ,Q,804.90,829.00,784.00,797.40,797.40,802.40,842,25774,20694285.00,,INE533A01012,13-Nov-17,,
500170,GTN INDUS   ,B ,Q,20.70,20.70,19.70,19.95,19.90,20.40,18,3625,72382.00,,INE537A01013,13-Nov-17,,
500171,GHCL LTD    ,A ,Q,242.15,244.95,241.25,242.30,242.30,242.70,601,42087,10219142.00,,INE539A01019,13-Nov-17,,
500173,GUJ.FLOURO  ,B ,Q,890.00,910.05,862.05,880.75,884.20,879.65,590,11630,10293424.00,,INE538A01037,13-Nov-17,,
500179,HCL INFOSYS ,A ,Q,47.75,47.85,46.60,46.90,46.90,47.30,785,269281,12701477.00,,INE236A01020,13-Nov-17,,
500180,HDFC BANK   ,A ,Q,1822.00,1822.10,1795.80,1814.25,1818.00,1819.20,2335,102364,184749614.00,,INE040A01026,13-Nov-17,,
500182,HEROMOTOCO  ,A ,Q,3610.00,3627.75,3570.10,3583.50,3570.30,3606.40,1924,10515,37756835.00,,INE158A01026,13-Nov-17,,
500183,HIMACHAL FUT,B ,Q,29.00,29.30,28.40,28.45,28.45,28.60,1209,759361,21749203.00,,INE548A01028,13-Nov-17,,
500184,HSCL        ,B ,Q,164.35,173.00,161.20,168.15,168.15,164.35,3728,466524,78976315.00,,INE019C01026,13-Nov-17,,
500185,HIND.CONSTN.,A ,Q,38.40,38.50,36.25,36.50,36.50,38.45,1629,868400,32407169.00,,INE549A01026,13-Nov-17,,
500186,HIND.OIL EXP,B ,Q,113.40,120.00,111.45,116.70,116.70,112.45,4808,647369,75776230.00,,INE345A01011,13-Nov-17,,
500187,HSIL        ,B ,Q,485.00,500.00,445.00,465.20,466.95,477.05,1715,51138,23822051.00,,INE415A01038,13-Nov-17,,
500188,HINDUS.ZI   ,A ,Q,310.00,314.20,309.00,310.50,310.50,312.95,852,44416,13831853.00,,INE267A01025,13-Nov-17,,
500189,HINDUJA VENT,B ,Q,500.00,505.00,496.10,501.80,505.00,497.60,40,840,419908.00,,INE353A01023,13-Nov-17,,
500191,HMT LTD.    ,Z ,Q,38.50,40.75,38.50,40.00,40.00,40.25,30,2534,100674.00,,INE262A01018,13-Nov-17,,
500192,PRAG BOSIMI ,XT,Q,4.37,4.83,4.37,4.40,4.83,4.60,10,10336,47809.00,,INE962B01011,13-Nov-17,,
500193,HOTEL LEELA.,B ,Q,20.10,20.75,20.00,20.20,20.20,19.95,175,47585,960102.00,,INE102A01024,13-Nov-17,,
500199,I.G.PETRO   ,B ,Q,752.00,757.90,732.00,735.15,733.00,747.75,480,10593,7912246.00,,INE204A01010,13-Nov-17,,
500201,IND.GLYCOLS ,B ,Q,385.00,398.00,381.70,383.80,383.80,384.35,1786,103339,40238719.00,,INE560A01015,13-Nov-17,,
500207,INDO RAMA   ,B ,Q,30.25,31.00,30.25,30.40,30.25,30.50,61,12986,398510.00,,INE156A01020,13-Nov-17,,
500209,INFOSYS LTD ,A ,Q,960.60,968.90,949.10,951.80,951.80,960.60,4195,1275844,1220379391.00,,INE009A01021,13-Nov-17,,
500210,INGERSOLL   ,B ,Q,798.50,800.75,780.50,786.60,786.60,787.30,335,7980,6331126.00,,INE177A01018,13-Nov-17,,
500211,INSILCO LTD.,XT,Q,30.10,31.30,30.10,30.60,30.60,31.00,61,22488,686115.00,,INE901A01011,13-Nov-17,,
500213,INTER.TRAVEL,XC,Q,217.75,218.00,211.95,213.50,213.95,214.15,87,3694,791933.00,,INE262B01016,13-Nov-17,,
500214,ION EXCHANGE,XT,Q,462.05,474.60,450.00,457.00,464.70,459.45,408,4600,2132574.00,,INE570A01014,13-Nov-17,,
500215,AGRO TECH FO,B ,Q,540.00,544.00,537.50,539.80,538.70,533.85,33,932,503548.00,,INE209A01019,13-Nov-17,,
500219,JAIN IRRIG  ,A ,Q,97.00,101.45,97.00,98.90,98.90,96.10,5885,1968480,195527213.00,,INE175A01038,13-Nov-17,,
500220,JASCH INDUST,XD,Q,62.10,64.00,62.10,63.30,63.30,64.90,12,2258,143364.00,,INE711C01010,13-Nov-17,,
500223,JCT LTD     ,XC,Q,3.35,3.45,3.23,3.27,3.32,3.38,252,265452,886376.00,,INE945A01026,13-Nov-17,,
500227,JINDAL POLYF,B ,Q,404.00,409.85,398.40,400.70,400.70,402.60,476,13409,5405589.00,,INE197D01010,13-Nov-17,,
500228,JSWSL       ,A ,Q,277.00,277.00,263.00,264.20,264.20,269.05,1425,286959,76421916.00,,INE019A01038,13-Nov-17,,
500231,UMANG DAIR  ,B ,Q,68.50,70.55,68.50,69.10,69.05,68.80,35,1979,137508.00,,INE864B01027,13-Nov-17,,
500233,KAJARIA CER.,A ,Q,724.85,734.95,701.60,708.40,708.40,709.40,1357,43641,31058924.00,,INE217B01036,13-Nov-17,,
500234,KAKATIYA CEM,B ,Q,384.00,384.00,367.00,370.85,370.85,372.55,186,4060,1506902.00,,INE437B01014,13-Nov-17,,
500235,KALYANI STEL,B ,Q,390.05,392.90,388.75,390.25,390.25,391.55,366,12466,4869426.00,,INE907A01026,13-Nov-17,,
500238,WHIRLPOOL   ,A ,Q,1365.00,1365.60,1331.45,1349.00,1343.10,1365.45,191,1199,1615214.00,,INE716A01013,13-Nov-17,,
500239,KG DENIM    ,XC,Q,66.75,69.80,65.00,65.20,65.20,66.95,37,5186,343264.00,,INE104A01012,13-Nov-17,,
500240,KINETIC ENG.,XC,Q,80.10,82.70,75.05,78.00,78.00,78.85,428,144865,11271874.00,,INE266B01017,13-Nov-17,,
500241,KIRL.BROS.  ,B ,Q,276.70,280.00,270.40,272.45,271.50,276.15,267,4468,1234086.00,,INE732A01036,13-Nov-17,,
500243,KIRL INDUS  ,B ,Q,1433.00,1433.00,1391.00,1399.55,1398.00,1447.00,31,291,408574.00,,INE250A01039,13-Nov-17,,
500245,KIRL.FERROUS,B ,Q,77.20,80.30,77.00,79.55,78.75,78.20,1258,495691,39168017.00,,INE884B01025,13-Nov-17,,
500247,KOTAK MAH.BK,A ,Q,1035.00,1035.00,983.35,994.95,994.95,992.55,872,43436,43076790.00,,INE237A01028,13-Nov-17,,
500249,KSB PUMPS   ,B ,Q,869.90,888.05,859.05,870.30,872.25,857.75,100,676,588754.00,,INE999A01015,13-Nov-17,,
500250,L.G.BALKRISH,B ,Q,945.00,962.90,939.80,950.95,950.00,934.95,399,7050,6713640.00,,INE337A01034,13-Nov-17,,
500251,TRENT LTD.  ,A ,Q,314.00,314.00,303.50,305.85,305.65,311.95,557,18238,5586206.00,,INE849A01020,13-Nov-17,,
500252,LAKSHMI MACH,A ,Q,5799.95,5827.45,5726.25,5813.30,5800.00,5789.90,148,380,2195754.00,,INE269B01029,13-Nov-17,,
500253,LIC HOUS.FIN,A ,Q,582.80,590.90,581.00,584.35,584.35,587.25,1117,78036,45673877.00,,INE115A01026,13-Nov-17,,
500254,UTTAMVALUE  ,T ,Q,0.47,0.49,0.45,0.48,0.48,0.47,181,1306122,623710.00,,INE292A01023,13-Nov-17,,
500255,LML LTD.    ,B ,Q,9.08,9.20,8.90,9.01,9.01,9.04,56,37676,341610.00,,INE862A01015,13-Nov-17,,
500257,LUPIN LTD.  ,A ,Q,836.90,842.50,825.20,828.60,828.60,833.80,5224,215895,179590698.00,,INE326A01037,13-Nov-17,,
500259,LYKA LABS   ,B ,Q,67.35,67.50,63.70,64.00,64.00,66.85,525,53370,3506851.00,,INE933A01014,13-Nov-17,,
500260,RAMCOCEM    ,A ,Q,698.00,699.45,694.00,695.00,695.25,698.00,184,5102,3546765.00,,INE331A01037,13-Nov-17,,
500264,MAFATLAL IND,XC,Q,314.00,334.40,291.00,321.65,321.65,314.10,504,20023,6367064.00,,INE270B01027,13-Nov-17,,
500265,MAH.SEAMLESS,B ,Q,459.50,467.75,447.15,452.10,450.00,455.30,262,6241,2854179.00,,INE271B01025,13-Nov-17,,
500266,MAH.SCOOTER ,B ,Q,2765.00,2790.00,2742.30,2753.40,2785.00,2762.90,88,489,1349166.00,,INE288A01013,13-Nov-17,,
500267,MAJESTIC AUT,XC,Q,137.30,156.00,137.30,149.65,149.65,140.80,437,49786,7419803.00,,INE201B01022,13-Nov-17,,
500268,MANALI PETRO,B ,Q,36.05,36.10,34.95,35.30,34.95,35.95,263,55876,1984653.00,,INE201A01024,13-Nov-17,,
500271,MFSL        ,A ,Q,556.25,570.60,550.00,560.25,560.25,555.40,2351,76408,42665762.00,,INE180A01020,13-Nov-17,,
500279,MIRC ELECT  ,B ,Q,29.40,29.90,28.05,28.40,28.55,29.40,595,184703,5305406.00,,INE831A01028,13-Nov-17,,
500280,CENTURY ENKA,B ,Q,337.50,337.75,329.50,330.55,330.50,336.55,458,9665,3204786.00,,INE485A01015,13-Nov-17,,
500284,LORDS CHLORO,XT,Q,40.30,40.75,40.30,40.75,40.75,42.20,5,259,10528.00,,INE846D01012,13-Nov-17,,
500285,SPICEJET LTD,B ,Q,142.75,153.60,140.60,149.10,149.10,142.30,26602,7253807,1078729901.00,,INE285B01017,13-Nov-17,,
500288,MOREPEN LAB.,B ,Q,20.00,20.30,19.15,19.30,19.30,18.75,1459,729890,14363570.00,,INE083A01026,13-Nov-17,,
500290,MRF LTD.    ,A ,Q,67168.00,69000.00,66786.65,68371.55,68371.55,67286.50,1156,1527,104292675.00,,INE883A01011,13-Nov-17,,
500292,HEIDEL CEM  ,B ,Q,152.50,157.20,152.50,154.95,154.95,149.85,1779,131753,20511079.00,,INE578A01017,13-Nov-17,,
500294,NCC         ,A ,Q,103.10,105.30,102.05,103.70,103.70,103.10,1204,306110,31880788.00,,INE868B01028,13-Nov-17,,
500295,VEDL        ,A ,Q,325.00,325.00,313.00,314.55,314.55,323.50,3661,3962403,1256210503.00,,INE205A01025,13-Nov-17,,
500296,NAHAR SPG.  ,B ,Q,118.30,119.00,112.55,113.10,113.10,118.35,108,6867,789642.00,,INE290A01027,13-Nov-17,,
500298,NAT.PEROXIDE,XC,Q,2110.00,2120.00,1975.00,2039.30,2025.00,2125.55,635,6338,12888669.00,,INE585A01020,13-Nov-17,,
500300,GRASIM IND. ,A ,Q,1234.00,1257.00,1216.00,1221.95,1221.00,1246.45,445,11444,14074236.00,,INE047A01021,13-Nov-17,,
500302,PEL         ,A ,Q,2619.00,2669.45,2619.00,2632.80,2632.80,2645.95,859,10676,28258879.00,,INE140A01024,13-Nov-17,,
500304,NIIT LTD.   ,B ,Q,96.15,97.25,94.00,95.95,95.95,95.70,713,74846,7148414.00,,INE161A01038,13-Nov-17,,
500306,JAYKAY      ,XD,Q,8.26,8.95,8.26,8.51,8.47,8.95,25,7778,67073.00,,INE903A01025,13-Nov-17,,
500307,NIRLON      ,B ,Q,227.00,227.00,224.00,224.05,224.00,220.75,45,20379,4584433.00,,INE910A01012,13-Nov-17,,
500312,ONGC CORPN  ,A ,Q,190.10,190.20,183.50,184.30,184.30,190.80,5143,807367,150154027.00,,INE213A01029,13-Nov-17,,
500313,OIL COUNTRY ,B ,Q,50.80,51.15,49.55,50.05,49.55,49.85,60,5799,292807.00,,INE591A01010,13-Nov-17,,
500314,ORIENT HOTEL,B ,Q,39.70,39.95,39.00,39.65,39.90,38.65,164,31093,1231339.00,,INE750A01020,13-Nov-17,,
500315,ORINTAL BANK,A ,Q,130.40,130.75,126.20,127.15,127.15,129.55,1398,359085,46250583.00,,INE141A01014,13-Nov-17,,
500317,OSWAL AGRO. ,B ,Q,13.65,14.00,13.20,13.30,13.20,14.25,111,39141,533068.00,,INE142A01012,13-Nov-17,,
500319,INDIAN SUCRO,XT,Q,53.50,55.50,52.00,52.75,53.05,53.45,40,6051,325310.00,,INE557C01017,13-Nov-17,,
500322,PANYAM CEMEN,XC,Q,69.20,69.80,66.00,66.90,66.85,69.50,174,32606,2211958.00,,INE167E01029,13-Nov-17,,
500325,RELIANCE    ,A ,Q,883.50,891.35,873.00,875.15,875.15,883.50,10021,282688,248678972.00,,INE002A01018,13-Nov-17,,
500327,PILITA      ,B ,Q,16.50,16.50,15.62,15.62,15.62,16.44,88,26310,415721.00,,INE600A01035,13-Nov-17,,
500330,RAYMOND     ,A ,Q,942.00,956.15,925.25,927.50,927.50,946.10,984,35306,32979253.00,,INE301A01014,13-Nov-17,,
500331,PIDILITE    ,A ,Q,823.90,840.70,819.40,828.85,828.85,819.10,2982,36811,30639018.00,,INE318A01026,13-Nov-17,,
500333,PIX TRANS   ,XC,Q,137.50,140.00,134.65,138.85,139.25,137.50,272,23045,3179855.00,,INE751B01018,13-Nov-17,,
500335,BIRLA CORPN.,B ,Q,1165.05,1165.10,1066.35,1099.35,1075.00,1216.35,764,5252,5862634.00,,INE340A01012,13-Nov-17,,
500336,SURYA ROSHNI,B ,Q,370.00,372.70,360.05,361.50,360.15,368.95,651,33197,12196147.00,,INE335A01012,13-Nov-17,,
500337,PRIME SECUR.,B ,Q,46.00,48.60,45.90,48.25,48.60,46.25,187,21791,1033734.00,,INE032B01021,13-Nov-17,,
500338,PRISM CEMENT,B ,Q,115.60,116.50,111.30,112.20,112.00,114.45,251,14719,1674448.00,,INE010A01011,13-Nov-17,,
500339,RAIN        ,B ,Q,388.00,402.00,378.40,396.40,396.40,387.75,15906,1581527,625423260.00,,INE855B01025,13-Nov-17,,
500343,PUDUMJEE    ,B ,Q,26.25,26.25,24.00,25.00,24.80,25.85,160,13491,339185.00,,INE606A01024,13-Nov-17,,
500346,PUN.COMMUNI.,XT,Q,44.05,45.50,44.00,45.05,45.00,44.50,4,1100,48718.00,,INE609A01010,13-Nov-17,,
500350,RSWM  LTD   ,B ,Q,339.00,339.00,330.00,331.30,330.00,341.95,190,4023,1337759.00,,INE611A01016,13-Nov-17,,
500354,RAJSH.SUGAR ,B ,Q,67.65,67.65,66.00,66.30,66.30,68.75,151,20039,1329924.00,,INE562B01019,13-Nov-17,,
500355,RALLIS INDIA,A ,Q,226.00,235.35,225.00,230.70,230.70,224.95,812,43186,10009603.00,,INE613A01020,13-Nov-17,,
500356,RAMANEWS    ,B ,Q,26.00,28.35,25.45,27.10,27.10,25.90,418,63743,1712252.00,,INE278B01020,13-Nov-17,,
500360,RAPICUT CARB,XD,Q,74.90,74.90,70.40,71.20,70.40,71.00,58,5380,389079.00,,INE350D01015,13-Nov-17,,
500365,RMGALLOY    ,ST,Q,8.34,8.75,8.00,8.00,8.00,8.34,29,20233,176359.00,,INE731F01037,13-Nov-17,,
500366,ROLTA (I)   ,B ,Q,59.10,59.10,56.05,56.70,56.80,59.70,1285,221181,12660124.00,,INE293A01013,13-Nov-17,,
500367,RUBFILA INT.,XC,Q,87.90,90.75,82.55,83.05,83.05,87.90,1050,259525,22140011.00,,INE642C01025,13-Nov-17,,
500368,RUCHI SOYA  ,B ,Q,25.40,27.10,24.05,24.20,24.20,25.55,3209,1278399,32194318.00,,INE619A01027,13-Nov-17,,
