SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
531524,I.C.S.A. IND,B ,Q,2.66,2.90,2.66,2.70,2.75,2.75,62,19283,54412.00,,INE306B01029,13-Nov-17,,
531531,HATSUN AGRO ,B ,Q,760.00,901.00,750.00,901.00,901.00,750.85,10569,672727,586694264.00,,INE473B01035,13-Nov-17,,
531540,MARUTI INFRA,XD,Q,26.00,26.10,25.45,25.90,25.90,25.90,79,12012,310082.00,,INE392G01010,13-Nov-17,,
531541,AVONLIFE    ,ST,Q,13.80,14.25,13.80,14.25,14.25,14.25,23,11925,169658.00,,INE881A01015,13-Nov-17,,
531543,JINDAL WORLD,B ,Q,1170.05,1184.95,1080.50,1125.60,1108.45,1163.25,362,15003,17243899.00,,INE247D01013,13-Nov-17,,
531547,TIRUPATI IND,XD,Q,12.95,13.00,12.65,12.85,12.65,12.98,6,1850,23965.00,,INE329E01017,13-Nov-17,,
531548,SOMANY CRAM ,B ,Q,880.65,880.65,851.30,864.60,863.65,855.65,136,884,760222.00,,INE355A01028,13-Nov-17,,
531552,RAGHUNATH TO,XT,Q,4.75,4.75,4.31,4.31,4.31,4.53,9,1755,8226.00,,INE754B01012,13-Nov-17,,
531556,CORAL (I)FIN,B ,Q,79.10,80.45,79.10,80.10,80.45,81.15,17,2650,212202.00,,INE558D01021,13-Nov-17,,
531568,ASHUTOSH PAP,XD,Q,2.03,2.03,2.03,2.03,2.03,2.13,1,500,1015.00,,INE723K01018,13-Nov-17,,
531574,VAS INFRA   ,XD,Q,10.18,10.18,9.18,9.58,9.58,10.18,13,2426,24259.00,,INE192C01013,13-Nov-17,,
531583,RAP MEDIA   ,ST,Q,9.93,9.93,9.93,9.93,9.93,10.45,1,20,198.00,,INE483D01014,13-Nov-17,,
531585,DEVINE IMPE ,XT,Q,4.52,4.52,4.49,4.49,4.49,4.50,3,204,918.00,,INE455C01014,13-Nov-17,,
531590,BILPOWER LTD,T ,Q,0.95,0.99,0.95,0.99,0.99,0.99,3,2501,2375.00,,INE952D01018,13-Nov-17,,
531595,CGCL        ,B ,Q,123.45,123.80,121.30,122.00,122.20,123.50,146,7074,862899.00,,INE180C01026,13-Nov-17,,
531599,FDC LIMITED ,B ,Q,202.25,203.50,193.00,194.15,194.15,199.90,513,12959,2535483.00,,INE258B01022,13-Nov-17,,
531608,GORANI INDUS,XT,Q,14.99,14.99,14.99,14.99,14.99,14.28,2,2,29.00,,INE792J01015,13-Nov-17,,
531609,KG PETROCHEM,XT,Q,113.00,118.00,109.00,109.00,109.00,113.00,5,102,11898.00,,INE902G01016,13-Nov-17,,
531612,KGN IND LTD ,XT,Q,1.65,1.65,1.65,1.65,1.65,1.62,5,2860,4719.00,,INE196C01022,13-Nov-17,,
531624,COUNTRY COND,B ,Q,3.35,3.48,3.30,3.35,3.40,3.37,19,2981,10004.00,,INE695B01025,13-Nov-17,,
531626,OROSMITHS   ,XT,Q,6.85,6.85,6.75,6.75,6.75,6.80,11,1600,10819.00,,INE628B01034,13-Nov-17,,
531633,LINCOLN PHAR,B ,Q,201.50,202.00,196.00,197.75,197.75,199.85,261,12590,2506840.00,,INE405C01035,13-Nov-17,,
531637,SWORD &SHIEL,XT,Q,7.85,7.86,7.85,7.86,7.86,7.86,6,938,7369.00,,INE722B01019,13-Nov-17,,
531642,MARICOLTD   ,A ,Q,309.00,311.05,307.30,308.15,309.40,311.05,353,15992,4947454.00,,INE196A01026,13-Nov-17,,
531650,VAX HSG.FIN.,XT,Q,2.39,2.39,2.39,2.39,2.39,2.28,2,300,717.00,,INE761B01017,13-Nov-17,,
531668,VISION CORPO,XD,Q,1.10,1.10,1.10,1.10,1.10,1.15,1,150,165.00,,INE661D01015,13-Nov-17,,
531680,MAYUR LEATHR,XT,Q,21.45,21.45,21.45,21.45,21.45,21.35,1,100,2145.00,,INE799E01011,13-Nov-17,,
531682,CAT TECHN.  ,XT,Q,0.51,0.51,0.51,0.51,0.51,0.51,10,1736,885.00,,INE170B01037,13-Nov-17,,
531686,ADVIK LABORS,XT,Q,5.44,5.44,5.44,5.44,5.44,5.19,5,950,5168.00,,INE537C01019,13-Nov-17,,
531687,KARUTURI GLO,T ,Q,1.15,1.15,1.09,1.11,1.11,1.13,108,432254,481622.00,,INE299C01024,13-Nov-17,,
531688,PRITHVIEXCH ,XD,Q,47.00,48.50,44.00,45.45,45.45,47.00,21,1154,51502.00,,INE621B01021,13-Nov-17,,
531712,TRILOGIC    ,XT,Q,1.10,1.10,1.05,1.05,1.05,1.10,4,820,862.00,,INE532D01018,13-Nov-17,,
531717,VIDHIING    ,B ,Q,93.60,94.80,90.35,90.95,90.95,93.80,1314,135766,12545473.00,,INE632C01026,13-Nov-17,,
531719,BHAGIRA.CHEM,ST,Q,295.00,298.00,290.00,291.20,291.20,300.00,8,561,164594.00,,INE414D01019,13-Nov-17,,
531723,STAMPEDE CAP,T ,Q,6.55,6.55,6.25,6.50,6.50,6.24,69,89882,574131.00,,INE224E01028,13-Nov-17,,
531726,PANCHSHEEL O,XD,Q,96.00,96.00,87.25,88.00,87.80,88.30,18,1035,93602.00,,INE316G01019,13-Nov-17,,
531727,MENON PISTON,XT,Q,26.00,27.00,25.40,26.35,26.35,26.70,96,14533,382676.00,,INE650G01029,13-Nov-17,,
531737,GREENCREST  ,SS,Q,46.15,46.15,46.15,46.15,46.15,46.90,5,5503,253963.00,,INE414C01029,13-Nov-17,,
531739,GENNEX LAB  ,XD,Q,4.00,4.10,3.86,3.94,3.97,4.00,122,86137,338759.00,,INE509C01026,13-Nov-17,,
531744,GINI SILK MI,XD,Q,250.20,271.00,249.90,264.80,264.80,273.50,41,732,187214.00,,INE548B01018,13-Nov-17,,
531746,PRAJAY ENGS.,B ,Q,11.72,11.72,11.72,11.72,11.72,11.17,48,98904,1159154.00,,INE505C01016,13-Nov-17,,
531761,AMULYA LEAS.,XT,Q,499.40,499.40,462.15,480.00,480.00,486.45,111,11081,5301867.00,,INE126J01016,13-Nov-17,,
531762,UNJHA FORMUL,XT,Q,13.24,13.24,13.24,13.24,13.24,13.25,3,661,8751.00,,INE576D01015,13-Nov-17,,
531768,POLY MEDICUR,B ,Q,276.45,284.00,273.10,280.90,283.00,279.30,212,7416,2082047.00,,INE205C01021,13-Nov-17,,
531769,PFL INFOTECH,XD,Q,7.62,8.00,7.62,8.00,8.00,8.01,30,21370,170466.00,,INE600F01018,13-Nov-17,,
531784,KCLINFRA    ,SS,Q,0.95,1.05,0.95,1.02,1.05,1.00,3,3008,3058.00,,INE469F01026,13-Nov-17,,
531795,ATUL AUTO   ,B ,Q,427.00,427.95,424.00,425.80,426.70,427.30,119,1934,822857.00,,INE951D01028,13-Nov-17,,
531802,PRERNA INFR ,XD,Q,34.50,37.90,34.00,34.50,34.50,36.75,55,5356,192715.00,,INE426H01014,13-Nov-17,,
531810,METAL COATIN,XT,Q,40.35,40.35,40.30,40.30,40.30,42.40,9,1170,47191.00,,INE161E01014,13-Nov-17,,
531813,GANGAPAPERS ,P ,Q,39.05,39.05,39.05,39.05,39.05,38.55,2,7000,273350.00,,INE278O01015,13-Nov-17,,
531814,TIRUPATI SAR,XD,Q,19.10,20.00,19.05,19.80,19.80,19.70,38,30405,603607.00,,INE297J01023,13-Nov-17,,
531816,PANORAM UNI ,B ,Q,8.85,9.48,8.75,8.77,8.75,9.00,41,4963,44325.00,,INE194B01029,13-Nov-17,,
531822,RODIUM      ,XD,Q,114.00,114.00,112.50,112.50,112.50,110.30,8,187,21187.00,,INE513E01024,13-Nov-17,,
531830,TODAYS      ,T ,Q,2.99,2.99,2.99,2.99,2.99,3.14,1,100,299.00,,INE944B01019,13-Nov-17,,
531841,INDUSFINL   ,XD,Q,12.89,12.89,11.68,11.68,11.68,12.28,10,290,3568.00,,INE935D01013,13-Nov-17,,
531842,LAHOTI OVER.,XD,Q,26.40,28.40,26.00,27.25,27.25,26.40,107,29768,807983.00,,INE515C01023,13-Nov-17,,
531847,ASIAN STAR  ,B ,Q,1067.30,1068.00,1067.30,1068.00,1068.00,1123.45,3,4,4269.00,,INE194D01017,13-Nov-17,,
531859,ORIENTAL VEN,XC,Q,469.95,469.95,455.00,467.45,455.00,455.30,2,12,5609.00,,INE457G01011,13-Nov-17,,
531861,JOINDRE CAPI,XD,Q,34.00,34.50,33.20,33.75,34.30,35.00,55,4153,140217.00,,INE024B01010,13-Nov-17,,
531862,BHARATAGRI  ,XD,Q,139.35,141.80,136.50,136.75,136.60,137.35,85,13704,1904085.00,,INE842D01011,13-Nov-17,,
531867,UNITECH INTE,XD,Q,7.42,7.79,7.10,7.40,7.40,7.42,24,5201,38169.00,,INE929K01011,13-Nov-17,,
531869,SACHETA MET.,XD,Q,41.30,41.30,36.65,37.85,37.85,39.50,222,182735,7136837.00,,INE433G01012,13-Nov-17,,
531879,PIONEER DIS.,B ,Q,187.25,203.00,187.25,192.10,192.70,193.35,49,2843,559168.00,,INE889E01010,13-Nov-17,,
531881,GMETCOAL    ,XT,Q,16.25,16.25,16.20,16.25,16.25,17.05,4,400,6495.00,,INE146F01020,13-Nov-17,,
531882,KWALITYLTD  ,B ,Q,98.00,100.00,97.80,99.00,99.00,97.95,911,194734,19237509.00,,INE775B01025,13-Nov-17,,
531888,REXNORD ELE.,XD,Q,69.90,69.90,66.40,67.15,66.80,69.30,27,2671,179275.00,,INE687C01012,13-Nov-17,,
531892,KHANDWALA SE,B ,Q,13.94,13.94,13.10,13.44,13.44,13.35,5,475,6332.00,,INE060B01014,13-Nov-17,,
531893,SAWACA BUSI ,XT,Q,2.90,2.90,2.64,2.65,2.65,2.77,6,2226,6246.00,,INE248B01015,13-Nov-17,,
531900,CCL INTER   ,XC,Q,14.70,14.70,14.70,14.70,14.70,14.70,1,5,73.00,,INE778E01031,13-Nov-17,,
531917,TWINSTAR SOF,XT,Q,1.70,1.70,1.67,1.70,1.70,1.70,5,3345,5626.00,,INE070B01013,13-Nov-17,,
531921,AGAR IND COR,T ,Q,540.00,540.00,533.00,533.00,533.00,535.00,4,401,215133.00,,INE204E01012,13-Nov-17,,
531923,DHAMPURE SGR,XD,Q,14.61,15.10,14.60,14.64,14.60,15.20,9,2218,32919.00,,INE956B01013,13-Nov-17,,
531925,SHANTANU SHE,XT,Q,14.15,14.15,14.15,14.15,14.15,14.40,3,225,3183.00,,INE545N01019,13-Nov-17,,
531929,INNOCORP L  ,XD,Q,1.16,1.16,1.16,1.16,1.16,1.11,1,100,116.00,,INE214B01017,13-Nov-17,,
531934,SUPREME TEX ,B ,Q,2.55,2.70,2.26,2.37,2.38,2.50,85,85701,209436.00,,INE651G01027,13-Nov-17,,
531950,VERTEX SEC. ,ST,Q,2.55,2.67,2.52,2.55,2.55,2.55,19,50141,129059.00,,INE316D01024,13-Nov-17,,
531952,RIBA TEXTILS,XD,Q,139.50,144.00,134.00,137.65,135.05,134.20,278,135615,18686157.00,,INE811H01017,13-Nov-17,,
531972,TRIDENTTOOL ,XD,Q,18.40,18.40,18.05,18.40,18.40,19.00,3,26,475.00,,INE179D01018,13-Nov-17,,
531977,CHARTERLOGIS,XC,Q,19.55,19.75,19.20,19.30,19.35,19.60,141,33743,652557.00,,INE558F01026,13-Nov-17,,
531978,AMBIKA COTTO,B ,Q,1320.00,1320.00,1292.00,1295.55,1292.00,1310.85,86,825,1073226.00,,INE540G01014,13-Nov-17,,
531979,HIND ALUMIN ,XD,Q,132.00,132.00,123.15,124.95,124.95,131.20,94,4471,566678.00,,INE227B01019,13-Nov-17,,
531996,ODYSSEY CORP,XD,Q,2.35,2.35,2.19,2.19,2.19,2.30,12,57400,132272.00,,INE839E01023,13-Nov-17,,
532001,INDUCTO STL.,XD,Q,24.05,24.05,24.05,24.05,24.05,24.05,1,200,4810.00,,INE146H01018,13-Nov-17,,
532005,SAM INDUS.  ,XD,Q,18.40,19.35,18.40,19.35,19.35,19.35,5,100,1911.00,,INE653D01012,13-Nov-17,,
532022,FILAT FASH  ,XD,Q,3.51,3.56,3.43,3.50,3.50,3.50,20,6039,20837.00,,INE185E01013,13-Nov-17,,
532035,UNISTAR MULT,XT,Q,6.30,6.50,6.30,6.50,6.50,6.50,2,2000,12800.00,,INE808C01014,13-Nov-17,,
532039,ZENOTECH    ,XT,Q,40.60,42.20,39.75,40.15,39.75,41.15,38,7337,300989.00,,INE486F01012,13-Nov-17,,
532051,SWELECT     ,B ,Q,500.00,524.85,498.60,517.45,517.45,501.60,334,7471,3855293.00,,INE409B01013,13-Nov-17,,
532053,WALLFORT FIN,XD,Q,111.80,117.30,106.50,108.35,110.50,111.80,72,3193,349444.00,,INE121B01014,13-Nov-17,,
532054,KDDL LTD    ,B ,Q,259.00,275.00,253.95,260.15,259.15,242.90,245,9711,2555696.00,,INE291D01011,13-Nov-17,,
532056,ADINATH EXIM,XT,Q,20.35,20.35,20.35,20.35,20.35,20.35,1,40,814.00,,INE398H01015,13-Nov-17,,
532067,KILPEST (I) ,ST,Q,80.85,80.85,80.85,80.85,80.85,77.00,11,7312,591175.00,,INE994E01018,13-Nov-17,,
532070,SUPERB PAPER,XD,Q,42.40,42.50,42.20,42.50,42.50,42.50,228,40839,1732895.00,,INE311N01016,13-Nov-17,,
532081,KSERASERA   ,B ,Q,0.18,0.18,0.18,0.18,0.18,0.18,38,497015,89462.00,,INE216D01026,13-Nov-17,,
532090,VANDANA     ,XT,Q,0.21,0.21,0.21,0.21,0.21,0.21,2,25900,5439.00,,INE219M01021,13-Nov-17,,
532097,MUKAND ENGG.,B ,Q,49.75,50.00,49.00,49.20,49.20,50.15,21,2843,141001.00,,INE022B01014,13-Nov-17,,
532102,SBEC SUGAR  ,XT,Q,9.28,9.51,9.28,9.51,9.51,9.28,4,1354,12761.00,,INE948G01019,13-Nov-17,,
532114,AREALTY     ,XD,Q,2.47,2.59,2.36,2.38,2.38,2.47,10,1248,3066.00,,INE646D01024,13-Nov-17,,
532121,DENA BANK   ,A ,Q,26.50,27.15,25.90,26.05,26.05,26.85,1406,444614,11651369.00,,INE077A01010,13-Nov-17,,
532123,BSE  INFRA  ,B ,Q,4.12,4.23,4.10,4.18,4.23,4.08,50,18058,74836.00,,INE395A01016,13-Nov-17,,
532124,RELIAB VEN  ,XD,Q,24.00,24.00,24.00,24.00,24.00,23.45,1,1,24.00,,INE419H01019,13-Nov-17,,
532129,HEXAWARE TEC,A ,Q,338.80,347.70,337.00,344.10,344.10,339.35,2192,90023,30868007.00,,INE093A01033,13-Nov-17,,
532134,BANKBARODA  ,A ,Q,170.20,175.40,169.50,171.80,171.80,169.55,7323,3353278,578061263.00,,INE028A01039,13-Nov-17,,
532141,ANDHRA CEMEN,T ,Q,11.30,11.43,11.00,11.20,11.17,11.22,62,23949,268574.00,,INE666E01012,13-Nov-17,,
532143,SKM EGG PROD,B ,Q,87.30,89.75,87.30,88.00,88.00,87.35,45,3598,317374.00,,INE411D01015,13-Nov-17,,
532144,WELCORP     ,A ,Q,142.45,144.65,138.50,139.80,139.80,142.05,381,44652,6358637.00,,INE191B01025,13-Nov-17,,
532145,H.S.(I) LTD.,XD,Q,10.16,11.38,10.16,11.04,11.03,11.21,31,3602,39844.00,,INE731B01010,13-Nov-17,,
532149,BNK OF INDIA,A ,Q,200.00,202.60,196.20,198.95,198.95,196.25,5073,720903,143616433.00,,INE084A01016,13-Nov-17,,
532150,INDRAPRAST  ,B ,Q,53.50,53.50,52.50,52.85,52.55,53.15,74,8952,474531.00,,INE681B01017,13-Nov-17,,
532155,GAIL (I) LTD,A ,Q,461.90,462.35,448.00,455.25,455.25,457.10,1411,79532,36204166.00,,INE129A01019,13-Nov-17,,
532156,VAIBHAVGBL  ,B ,Q,733.00,750.00,715.00,717.20,716.00,730.95,339,8423,6214253.00,,INE884A01019,13-Nov-17,,
532162,JK PAPER    ,B ,Q,126.00,129.20,122.05,122.95,122.95,125.55,2323,226986,28620896.00,,INE789E01012,13-Nov-17,,
532163,SAREGAMA (I),B ,Q,845.00,893.00,845.00,870.40,870.40,838.75,4979,170163,148327706.00,,INE979A01017,13-Nov-17,,
532172,SPHEREGSL   ,B ,Q,44.05,46.25,42.80,43.40,43.25,44.00,57,7606,334659.00,,INE737B01033,13-Nov-17,,
532173,CYBERTECH   ,B ,Q,68.35,71.05,67.30,67.85,68.70,69.00,62,10909,740770.00,,INE214A01019,13-Nov-17,,
532174,ICICI BANK  ,A ,Q,318.50,321.75,313.10,314.15,314.15,318.60,7334,1021859,324472344.00,,INE090A01021,13-Nov-17,,
532175,CYIENT      ,A ,Q,541.20,543.50,538.50,539.30,538.50,541.10,254,5559,3005473.00,,INE136B01020,13-Nov-17,,
532178,ENGINRS.(I) ,A ,Q,189.80,190.10,183.25,185.70,185.70,188.95,1901,330849,61685979.00,,INE510A01028,13-Nov-17,,
532179,CORPN.BANK  ,A ,Q,45.30,45.95,44.40,44.70,44.70,45.30,232,38311,1725533.00,,INE112A01023,13-Nov-17,,
532180,DHANALAK.BNK,B ,Q,36.00,37.00,35.80,36.10,36.20,36.70,287,88775,3238527.00,,INE680A01011,13-Nov-17,,
532181,GUJ.MINERAL ,A ,Q,165.00,168.00,160.50,164.00,164.00,165.55,833,75114,12283343.00,,INE131A01031,13-Nov-17,,
532183,GAYATRI SUGR,XD,Q,9.50,9.50,8.80,9.16,9.24,9.41,151,94550,858080.00,,INE622E01023,13-Nov-17,,
532187,INDUSIND BNK,A ,Q,1660.00,1670.05,1647.45,1660.25,1660.25,1658.60,739,37422,61994195.00,,INE095A01012,13-Nov-17,,
532189,INDIA TOURIS,B ,Q,534.90,537.85,525.15,528.75,528.75,530.75,405,7690,4079211.00,,INE353K01014,13-Nov-17,,
532209,J & K BANK  ,A ,Q,78.00,87.80,75.25,75.95,75.95,77.35,7039,3867722,304156924.00,,INE168A01041,13-Nov-17,,
532210,CITY UNION  ,A ,Q,162.50,166.95,162.45,166.10,166.00,162.45,319,18997,3139625.00,,INE491A01021,13-Nov-17,,
532212,ARCHIES LTD ,B ,Q,28.55,29.00,28.55,28.80,29.00,28.80,18,2575,74305.00,,INE731A01020,13-Nov-17,,
532215,AXIS BANK   ,A ,Q,555.20,564.60,534.50,537.80,537.80,544.50,13656,1090073,600197664.00,,INE238A01034,13-Nov-17,,
532216,HB STOCKHOL.,B ,Q,30.90,30.90,30.10,30.90,30.90,29.45,185,151463,4678187.00,,INE550B01014,13-Nov-17,,
532218,SOUTH IND.BK,A ,Q,30.90,31.00,30.40,30.55,30.45,30.65,1312,3763683,115346386.00,,INE683A01023,13-Nov-17,,
532219,ENERGY DEV. ,B ,Q,20.25,20.65,19.90,20.00,20.00,20.35,38,16546,333579.00,,INE306C01019,13-Nov-17,,
532221,SONATA SOFT.,B ,Q,194.85,194.85,182.60,186.75,186.75,191.90,1220,67995,12924291.00,,INE269A01021,13-Nov-17,,
532230,BENGAL TEA &,XD,Q,50.00,53.00,50.00,50.80,50.80,52.95,16,3323,170900.00,,INE665D01016,13-Nov-17,,
532234,NAT.ALUM    ,A ,Q,89.00,90.15,87.00,87.25,87.25,87.00,2065,640030,56487948.00,,INE139A01034,13-Nov-17,,
532240,INDIA NIPPON,B ,Q,1119.20,1138.10,1088.45,1103.65,1103.65,1117.85,414,3466,3843002.00,,INE092B01017,13-Nov-17,,
532254,POLARIS     ,A ,Q,317.00,329.55,315.00,325.25,325.25,315.75,2149,136021,44025137.00,,INE763A01023,13-Nov-17,,
532256,NALWA SONS  ,B ,Q,1269.00,1294.00,1262.10,1276.95,1276.95,1261.40,51,98,124499.00,,INE023A01030,13-Nov-17,,
532259,APAR INDUS. ,B ,Q,763.90,763.90,754.00,757.75,754.60,768.50,84,1521,1153078.00,,INE372A01015,13-Nov-17,,
532268,ACCELYA     ,B ,Q,1310.05,1323.00,1283.00,1290.80,1290.00,1315.75,222,2660,3448029.00,,INE793A01012,13-Nov-17,,
532271,CYBERMATE   ,XD,Q,3.57,3.64,3.40,3.44,3.54,3.50,95,41825,145443.00,,INE215B01022,13-Nov-17,,
532275,LANDMARC LEI,XD,Q,0.90,0.90,0.89,0.89,0.89,0.93,3,699,624.00,,INE394C01023,13-Nov-17,,
532276,SYNDICATE BN,A ,Q,90.00,90.20,85.45,85.85,85.85,87.65,967,281603,24627022.00,,INE667A01018,13-Nov-17,,
532281,HCL TECHNO  ,A ,Q,885.00,885.00,865.00,869.45,866.05,867.80,1511,53158,46414017.00,,INE860A01027,13-Nov-17,,
532282,CASTEXTECH  ,B ,Q,5.60,5.89,5.46,5.62,5.62,5.52,393,295404,1672113.00,,INE068D01021,13-Nov-17,,
532284,TCFC FINANCE,XD,Q,27.05,36.75,27.05,33.50,33.50,33.15,27,2134,72704.00,,INE389D01013,13-Nov-17,,
532285,GEOJITFSL   ,B ,Q,120.90,122.50,118.00,118.90,119.00,119.95,420,30248,3615066.00,,INE007B01023,13-Nov-17,,
532286,JINDAL STE  ,A ,Q,165.40,176.65,162.75,171.85,171.85,165.50,10622,2568013,439457915.00,,INE749A01030,13-Nov-17,,
532290,BLB LTD.    ,T ,Q,6.36,7.02,6.36,7.02,7.02,6.69,15,11215,78260.00,,INE791A01024,13-Nov-17,,
532296,GLENMARK PHA,A ,Q,585.40,588.05,576.00,577.85,577.85,584.80,1602,57212,33218489.00,,INE935A01035,13-Nov-17,,
532300,WOCKHARDT   ,A ,Q,703.00,738.45,695.80,723.80,723.80,700.60,5727,301498,217985308.00,,INE049B01025,13-Nov-17,,
532301,TATA COFFEE ,B ,Q,147.65,147.65,143.35,144.10,144.10,146.35,1038,79814,11562329.00,,INE493A01027,13-Nov-17,,
532304,KJMCCORP    ,XD,Q,17.65,17.65,17.50,17.65,17.65,16.85,14,7650,134085.00,,INE602C01011,13-Nov-17,,
532305,IND-SWIFT LA,B ,Q,34.65,35.15,34.15,34.15,34.15,34.65,43,14745,513742.00,,INE915B01019,13-Nov-17,,
532309,GEPIL       ,B ,Q,661.00,665.00,645.00,651.00,650.15,663.95,80,1094,714579.00,,INE878A01011,13-Nov-17,,
532310,SHREE RAMA  ,B ,Q,13.61,13.79,13.25,13.27,13.30,13.96,97,27187,366390.00,,INE879A01019,13-Nov-17,,
532313,MAHINDRALIFE,B ,Q,434.10,444.90,433.55,435.85,435.85,435.60,332,7327,3202881.00,,INE813A01018,13-Nov-17,,
532321,CADILA HEALT,A ,Q,464.00,464.05,445.50,450.75,450.75,465.25,3164,156815,70940766.00,,INE010B01027,13-Nov-17,,
532323,SHIVA CEMENT,SS,Q,31.50,31.50,30.15,30.25,30.25,31.70,1097,305797,9376528.00,,INE555C01029,13-Nov-17,,
532324,CINEVISTA   ,T ,Q,20.00,20.00,18.40,18.40,18.40,19.35,41,15051,279055.00,,INE039B01026,13-Nov-17,,
532326,INTENS TECH ,B ,Q,80.00,80.75,79.90,80.25,80.25,80.10,68,49523,3963923.00,,INE781A01025,13-Nov-17,,
532329,DANLAW TECH.,XD,Q,63.60,63.60,62.55,63.10,63.45,62.05,40,5955,376786.00,,INE310B01013,13-Nov-17,,
532330,BIOPAC INDIA,XD,Q,21.45,21.45,19.80,19.90,19.90,20.50,73,8337,168296.00,,INE998A01017,13-Nov-17,,
532331,AJANTA PHARM,A ,Q,1210.00,1217.95,1188.00,1204.90,1202.00,1207.10,899,19471,23462162.00,,INE031B01049,13-Nov-17,,
532333,HB PORTFOLIO,XT,Q,42.85,42.85,41.05,42.85,42.85,40.85,28,10558,452073.00,,INE638B01017,13-Nov-17,,
532334,HB ESTATE DE,XD,Q,20.35,22.45,20.35,22.45,22.45,21.40,10,371,7880.00,,INE640B01013,13-Nov-17,,
532336,BARON INFO. ,XT,Q,0.33,0.33,0.33,0.33,0.33,0.33,1,5000,1650.00,,INE228B01017,13-Nov-17,,
532339,COMPUCOM SOF,B ,Q,13.15,13.45,12.91,13.02,13.00,13.37,54,12827,168589.00,,INE453B01029,13-Nov-17,,
532340,OMNI AX'S SO,XT,Q,2.40,2.40,2.30,2.30,2.30,2.41,3,1098,2625.00,,INE369B01019,13-Nov-17,,
532341,IZMO        ,T ,Q,68.45,69.20,66.00,68.85,68.85,65.95,245,52335,3568770.00,,INE848A01014,13-Nov-17,,
532342,COMMEX TECH ,XD,Q,0.43,0.47,0.43,0.47,0.47,0.53,6,3164,1405.00,,INE354B01029,13-Nov-17,,
532343,TVS MOTOR L ,A ,Q,703.00,714.90,694.55,699.65,699.00,707.90,743,31907,22534629.00,,INE494B01023,13-Nov-17,,
532344,SOFTSOL (I) ,XD,Q,33.05,33.05,33.05,33.05,33.05,31.50,4,300,9915.00,,INE002B01016,13-Nov-17,,
532345,GATI LTD.   ,A ,Q,124.00,125.35,121.65,122.10,122.10,121.35,1041,107417,13213520.00,,INE152B01027,13-Nov-17,,
532348,SUBEX LTX   ,B ,Q,8.80,8.82,8.34,8.36,8.36,8.82,470,667037,5647386.00,,INE754A01014,13-Nov-17,,
532349,TRANSPORT CO,B ,Q,278.65,280.45,274.80,275.80,275.70,277.90,62,2598,717047.00,,INE688A01022,13-Nov-17,,
532350,PADMALAYA TE,XT,Q,6.15,6.27,5.88,6.01,6.15,6.13,57,15288,92012.00,,INE243B01016,13-Nov-17,,
532351,AKSH OPTIFIB,B ,Q,30.55,33.00,29.30,30.30,30.30,31.15,3837,1373873,43282080.00,,INE523B01011,13-Nov-17,,
532355,PICTURHOUSE ,XD,Q,6.60,6.95,6.60,6.95,6.95,6.62,32,24038,164959.00,,INE448B01029,13-Nov-17,,
532356,TRIVENI ENGG,B ,Q,94.30,94.30,89.70,90.90,90.50,93.30,630,109898,9995211.00,,INE256C01024,13-Nov-17,,
532357,MUKTA ARTS  ,B ,Q,90.95,91.00,88.60,88.90,88.65,90.75,66,2227,199760.00,,INE374B01019,13-Nov-17,,
532362,NAGPUR POWER,XD,Q,42.50,42.85,39.50,42.55,42.60,39.65,8,230,9448.00,,INE099E01016,13-Nov-17,,
532365,DYNACONS SYS,B ,Q,32.15,35.40,31.30,31.50,31.30,33.05,50,7137,228354.00,,INE417B01040,13-Nov-17,,
532366,PNB GILTS   ,B ,Q,47.40,49.00,47.15,47.55,47.55,47.40,516,66694,3211333.00,,INE859A01011,13-Nov-17,,
532368,YBRANTDIGI  ,B ,Q,6.00,6.07,5.92,5.95,5.95,5.98,106,1019256,6095817.00,,INE425B01027,13-Nov-17,,
532369,RAMCO INDS. ,B ,Q,284.05,285.25,276.20,280.25,278.25,281.60,239,7286,2041664.00,,INE614A01028,13-Nov-17,,
532370,RAMCO  SYSTM,B ,Q,425.60,430.15,398.00,400.85,404.90,423.30,429,9771,3991656.00,,INE246B01019,13-Nov-17,,
532371,TATA TELESER,B ,Q,8.13,8.13,8.13,8.13,8.13,8.55,91,87536,711667.00,,INE517B01013,13-Nov-17,,
532372,VIRINCHI    ,XT,Q,88.75,92.90,87.80,89.35,89.35,89.60,275,63553,5763604.00,,INE539B01017,13-Nov-17,,
532373,WEPSOLN     ,XC,Q,51.50,52.20,49.00,49.15,49.00,49.75,98,14325,722894.00,,INE434B01029,13-Nov-17,,
532374,STER TECH   ,A ,Q,288.95,294.15,269.10,278.55,278.55,285.70,6103,507484,141725186.00,,INE089C01029,13-Nov-17,,
532375,TIPSINDUSTR ,B ,Q,128.60,139.90,128.00,139.15,139.90,127.20,1558,175024,24117093.00,,INE716B01011,13-Nov-17,,
532379,FIRSTOBJ    ,XD,Q,16.05,16.10,16.05,16.10,16.10,16.15,7,208,3347.00,,INE683B01047,13-Nov-17,,
532380,BABA ARTS   ,XD,Q,3.00,3.00,2.99,2.99,3.00,3.00,7,4825,14455.00,,INE893A01036,13-Nov-17,,
